# 44.746181953886854 -92.80049485924684 199
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-29 18:40:56 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05344500 MISSISSIPPI RIVER AT PRESCOTT, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 05344500
#            TS   parameter     statistic     Description
#         73581       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	73581_00060_00003	73581_00060_00003_cd
USGS	05344500	1951-10-26	24000	A
USGS	05344500	1951-10-27	25200	A
USGS	05344500	1951-10-28	26100	A
USGS	05344500	1951-10-29	25400	A
USGS	05344500	1951-10-30	25400	A
USGS	05344500	1951-10-31	24800	A
USGS	05344500	1951-11-01	25000	A
USGS	05344500	1951-11-02	25000	A
USGS	05344500	1951-11-03	23500	A
USGS	05344500	1951-11-04	20200	A
USGS	05344500	1951-11-05	17200	A
USGS	05344500	1951-11-06	14400	A
USGS	05344500	1951-11-07	14600	A
USGS	05344500	1951-11-08	16300	A
USGS	05344500	1951-11-09	18800	A
USGS	05344500	1951-11-10	20100	A
USGS	05344500	1951-11-11	20400	A
USGS	05344500	1951-11-12	21300	A
USGS	05344500	1951-11-13	23500	A
USGS	05344500	1951-11-14	26100	A
USGS	05344500	1951-11-15	29900	A
USGS	05344500	1951-11-16	35100	A
USGS	05344500	1951-11-17	38300	A
USGS	05344500	1951-11-18	39200	A
USGS	05344500	1951-11-19	37600	A
USGS	05344500	1951-11-20	33300	A
USGS	05344500	1951-11-21	30500	A
USGS	05344500	1951-11-22	31000	A
USGS	05344500	1951-11-23	30300	A
USGS	05344500	1951-11-24	25600	A
USGS	05344500	1951-11-25	22300	A
USGS	05344500	1951-11-26	20200	A
USGS	05344500	1951-11-27	19300	A
USGS	05344500	1951-11-28	20500	A
USGS	05344500	1951-11-29	21700	A
USGS	05344500	1951-11-30	22300	A
USGS	05344500	1951-12-01	22800	A
USGS	05344500	1951-12-02	22600	A
USGS	05344500	1951-12-03	22000	A
USGS	05344500	1951-12-04	24000	A
USGS	05344500	1951-12-05	25100	A
USGS	05344500	1951-12-06	26200	A
USGS	05344500	1951-12-07	27600	A
USGS	05344500	1951-12-08	26900	A
USGS	05344500	1951-12-09	26400	A
USGS	05344500	1951-12-10	25400	A
USGS	05344500	1951-12-11	22800	A
USGS	05344500	1951-12-12	18400	A
USGS	05344500	1951-12-13	14100	A
USGS	05344500	1951-12-14	13800	A
USGS	05344500	1951-12-15	12300	A
USGS	05344500	1951-12-16	10900	A
USGS	05344500	1951-12-17	12500	A
USGS	05344500	1951-12-18	12700	A
USGS	05344500	1951-12-19	13100	A
USGS	05344500	1951-12-20	14300	A
USGS	05344500	1951-12-21	15300	A
USGS	05344500	1951-12-22	16900	A
USGS	05344500	1951-12-23	16000	A
USGS	05344500	1951-12-24	15700	A
USGS	05344500	1951-12-25	15200	A
USGS	05344500	1951-12-26	14900	A
USGS	05344500	1951-12-27	15000	A
USGS	05344500	1951-12-28	16000	A
USGS	05344500	1951-12-29	16100	A
USGS	05344500	1951-12-30	16200	A
USGS	05344500	1951-12-31	16300	A
USGS	05344500	1952-01-01	16300	A
USGS	05344500	1952-01-02	16100	A
USGS	05344500	1952-01-03	15800	A
USGS	05344500	1952-01-04	15500	A
USGS	05344500	1952-01-05	15200	A
USGS	05344500	1952-01-06	15100	A
USGS	05344500	1952-01-07	14800	A
USGS	05344500	1952-01-08	14200	A
USGS	05344500	1952-01-09	13900	A
USGS	05344500	1952-01-10	14000	A
USGS	05344500	1952-01-11	14100	A
USGS	05344500	1952-01-12	14200	A
USGS	05344500	1952-01-13	14200	A
USGS	05344500	1952-01-14	14000	A
USGS	05344500	1952-01-15	13800	A
USGS	05344500	1952-01-16	13600	A
USGS	05344500	1952-01-17	13800	A
USGS	05344500	1952-01-18	13900	A
USGS	05344500	1952-01-19	13800	A
USGS	05344500	1952-01-20	13300	A
USGS	05344500	1952-01-21	12600	A
USGS	05344500	1952-01-22	12900	A
USGS	05344500	1952-01-23	12700	A
USGS	05344500	1952-01-24	12800	A
USGS	05344500	1952-01-25	12900	A
USGS	05344500	1952-01-26	12900	A
USGS	05344500	1952-01-27	12700	A
USGS	05344500	1952-01-28	12000	A
USGS	05344500	1952-01-29	11500	A
USGS	05344500	1952-01-30	10900	A
USGS	05344500	1952-01-31	11000	A
USGS	05344500	1952-02-01	11000	A
USGS	05344500	1952-02-02	11700	A
USGS	05344500	1952-02-03	11600	A
USGS	05344500	1952-02-04	11800	A
USGS	05344500	1952-02-05	12000	A
USGS	05344500	1952-02-06	12000	A
USGS	05344500	1952-02-07	12200	A
USGS	05344500	1952-02-08	12300	A
USGS	05344500	1952-02-09	12000	A
USGS	05344500	1952-02-10	12000	A
USGS	05344500	1952-02-11	11800	A
USGS	05344500	1952-02-12	12100	A
USGS	05344500	1952-02-13	12000	A
USGS	05344500	1952-02-14	12200	A
USGS	05344500	1952-02-15	12300	A
USGS	05344500	1952-02-16	12800	A
USGS	05344500	1952-02-17	13200	A
USGS	05344500	1952-02-18	14000	A
USGS	05344500	1952-02-19	13500	A
USGS	05344500	1952-02-20	11800	A
USGS	05344500	1952-02-21	13600	A
USGS	05344500	1952-02-22	14300	A
USGS	05344500	1952-02-23	14800	A
USGS	05344500	1952-02-24	14600	A
USGS	05344500	1952-02-25	14200	A
USGS	05344500	1952-02-26	13900	A
USGS	05344500	1952-02-27	13700	A
USGS	05344500	1952-02-28	13800	A
USGS	05344500	1952-02-29	14700	A
USGS	05344500	1952-03-01	13700	A
USGS	05344500	1952-03-02	13500	A
USGS	05344500	1952-03-03	13400	A
USGS	05344500	1952-03-04	12300	A
USGS	05344500	1952-03-05	12300	A
USGS	05344500	1952-03-06	12800	A
USGS	05344500	1952-03-07	13000	A
USGS	05344500	1952-03-08	13000	A
USGS	05344500	1952-03-09	13200	A
USGS	05344500	1952-03-10	13000	A
USGS	05344500	1952-03-11	13500	A
USGS	05344500	1952-03-12	12400	A
USGS	05344500	1952-03-13	12800	A
USGS	05344500	1952-03-14	13000	A
USGS	05344500	1952-03-15	13700	A
USGS	05344500	1952-03-16	13500	A
USGS	05344500	1952-03-17	14100	A
USGS	05344500	1952-03-18	15300	A
USGS	05344500	1952-03-19	16400	A
USGS	05344500	1952-03-20	16700	A
USGS	05344500	1952-03-21	16900	A
USGS	05344500	1952-03-22	17100	A
USGS	05344500	1952-03-23	17800	A
USGS	05344500	1952-03-24	18900	A
USGS	05344500	1952-03-25	19100	A
USGS	05344500	1952-03-26	17400	A
USGS	05344500	1952-03-27	18100	A
USGS	05344500	1952-03-28	19400	A
USGS	05344500	1952-03-29	20600	A
USGS	05344500	1952-03-30	21500	A
USGS	05344500	1952-03-31	23400	A
USGS	05344500	1952-04-01	25200	A
USGS	05344500	1952-04-02	31000	A
USGS	05344500	1952-04-03	34700	A
USGS	05344500	1952-04-04	37800	A
USGS	05344500	1952-04-05	42200	A
USGS	05344500	1952-04-06	49700	A
USGS	05344500	1952-04-07	58000	A
USGS	05344500	1952-04-08	67000	A
USGS	05344500	1952-04-09	82200	A
USGS	05344500	1952-04-10	98200	A
USGS	05344500	1952-04-11	114000	A
USGS	05344500	1952-04-12	127000	A
USGS	05344500	1952-04-13	139000	A
USGS	05344500	1952-04-14	147000	A
USGS	05344500	1952-04-15	152000	A
USGS	05344500	1952-04-16	155000	A
USGS	05344500	1952-04-17	155000	A
USGS	05344500	1952-04-18	152000	A
USGS	05344500	1952-04-19	148000	A
USGS	05344500	1952-04-20	141000	A
USGS	05344500	1952-04-21	133000	A
USGS	05344500	1952-04-22	125000	A
USGS	05344500	1952-04-23	118000	A
USGS	05344500	1952-04-24	112000	A
USGS	05344500	1952-04-25	108000	A
USGS	05344500	1952-04-26	102000	A
USGS	05344500	1952-04-27	96400	A
USGS	05344500	1952-04-28	90000	A
USGS	05344500	1952-04-29	84000	A
USGS	05344500	1952-04-30	78900	A
USGS	05344500	1952-05-01	74200	A
USGS	05344500	1952-05-02	70200	A
USGS	05344500	1952-05-03	65700	A
USGS	05344500	1952-05-04	61800	A
USGS	05344500	1952-05-05	59300	A
USGS	05344500	1952-05-06	56400	A
USGS	05344500	1952-05-07	54000	A
USGS	05344500	1952-05-08	51700	A
USGS	05344500	1952-05-09	49100	A
USGS	05344500	1952-05-10	47100	A
USGS	05344500	1952-05-11	44000	A
USGS	05344500	1952-05-12	41100	A
USGS	05344500	1952-05-13	39600	A
USGS	05344500	1952-05-14	38600	A
USGS	05344500	1952-05-15	37900	A
USGS	05344500	1952-05-16	36800	A
USGS	05344500	1952-05-17	35300	A
USGS	05344500	1952-05-18	33400	A
USGS	05344500	1952-05-19	31800	A
USGS	05344500	1952-05-20	30500	A
USGS	05344500	1952-05-21	29000	A
USGS	05344500	1952-05-22	27800	A
USGS	05344500	1952-05-23	27700	A
USGS	05344500	1952-05-24	25400	A
USGS	05344500	1952-05-25	22800	A
USGS	05344500	1952-05-26	21200	A
USGS	05344500	1952-05-27	21200	A
USGS	05344500	1952-05-28	21300	A
USGS	05344500	1952-05-29	20900	A
USGS	05344500	1952-05-30	20900	A
USGS	05344500	1952-05-31	20800	A
USGS	05344500	1952-06-01	21400	A
USGS	05344500	1952-06-02	21200	A
USGS	05344500	1952-06-03	20200	A
USGS	05344500	1952-06-04	19300	A
USGS	05344500	1952-06-05	19200	A
USGS	05344500	1952-06-06	18300	A
USGS	05344500	1952-06-07	17200	A
USGS	05344500	1952-06-08	16500	A
USGS	05344500	1952-06-09	14200	A
USGS	05344500	1952-06-10	13300	A
USGS	05344500	1952-06-11	14200	A
USGS	05344500	1952-06-12	16000	A
USGS	05344500	1952-06-13	17500	A
USGS	05344500	1952-06-14	19300	A
USGS	05344500	1952-06-15	17500	A
USGS	05344500	1952-06-16	16900	A
USGS	05344500	1952-06-17	17600	A
USGS	05344500	1952-06-18	17900	A
USGS	05344500	1952-06-19	17900	A
USGS	05344500	1952-06-20	18100	A
USGS	05344500	1952-06-21	18300	A
USGS	05344500	1952-06-22	18200	A
USGS	05344500	1952-06-23	17800	A
USGS	05344500	1952-06-24	18600	A
USGS	05344500	1952-06-25	20800	A
USGS	05344500	1952-06-26	25300	A
USGS	05344500	1952-06-27	29400	A
USGS	05344500	1952-06-28	32100	A
USGS	05344500	1952-06-29	34100	A
USGS	05344500	1952-06-30	37300	A
USGS	05344500	1952-07-01	39400	A
USGS	05344500	1952-07-02	41300	A
USGS	05344500	1952-07-03	43100	A
USGS	05344500	1952-07-04	43700	A
USGS	05344500	1952-07-05	44200	A
USGS	05344500	1952-07-06	44200	A
USGS	05344500	1952-07-07	43300	A
USGS	05344500	1952-07-08	42100	A
USGS	05344500	1952-07-09	41100	A
USGS	05344500	1952-07-10	40600	A
USGS	05344500	1952-07-11	40200	A
USGS	05344500	1952-07-12	39300	A
USGS	05344500	1952-07-13	38400	A
USGS	05344500	1952-07-14	37200	A
USGS	05344500	1952-07-15	36200	A
USGS	05344500	1952-07-16	34600	A
USGS	05344500	1952-07-17	33600	A
USGS	05344500	1952-07-18	33300	A
USGS	05344500	1952-07-19	33800	A
USGS	05344500	1952-07-20	38000	A
USGS	05344500	1952-07-21	49600	A
USGS	05344500	1952-07-22	63000	A
USGS	05344500	1952-07-23	73700	A
USGS	05344500	1952-07-24	80100	A
USGS	05344500	1952-07-25	81600	A
USGS	05344500	1952-07-26	77900	A
USGS	05344500	1952-07-27	71100	A
USGS	05344500	1952-07-28	66400	A
USGS	05344500	1952-07-29	60200	A
USGS	05344500	1952-07-30	55700	A
USGS	05344500	1952-07-31	51100	A
USGS	05344500	1952-08-01	47500	A
USGS	05344500	1952-08-02	43600	A
USGS	05344500	1952-08-03	40800	A
USGS	05344500	1952-08-04	38900	A
USGS	05344500	1952-08-05	36700	A
USGS	05344500	1952-08-06	35300	A
USGS	05344500	1952-08-07	35300	A
USGS	05344500	1952-08-08	35900	A
USGS	05344500	1952-08-09	34000	A
USGS	05344500	1952-08-10	33800	A
USGS	05344500	1952-08-11	33900	A
USGS	05344500	1952-08-12	33700	A
USGS	05344500	1952-08-13	32500	A
USGS	05344500	1952-08-14	31500	A
USGS	05344500	1952-08-15	31000	A
USGS	05344500	1952-08-16	30200	A
USGS	05344500	1952-08-17	29500	A
USGS	05344500	1952-08-18	28800	A
USGS	05344500	1952-08-19	27700	A
USGS	05344500	1952-08-20	27400	A
USGS	05344500	1952-08-21	25600	A
USGS	05344500	1952-08-22	24200	A
USGS	05344500	1952-08-23	23800	A
USGS	05344500	1952-08-24	23600	A
USGS	05344500	1952-08-25	22800	A
USGS	05344500	1952-08-26	21400	A
USGS	05344500	1952-08-27	19800	A
USGS	05344500	1952-08-28	19400	A
USGS	05344500	1952-08-29	19600	A
USGS	05344500	1952-08-30	20900	A
USGS	05344500	1952-08-31	21600	A
USGS	05344500	1952-09-01	21800	A
USGS	05344500	1952-09-02	22800	A
USGS	05344500	1952-09-03	23700	A
USGS	05344500	1952-09-04	24000	A
USGS	05344500	1952-09-05	26000	A
USGS	05344500	1952-09-06	25200	A
USGS	05344500	1952-09-07	24200	A
USGS	05344500	1952-09-08	23300	A
USGS	05344500	1952-09-09	22300	A
USGS	05344500	1952-09-10	20800	A
USGS	05344500	1952-09-11	20500	A
USGS	05344500	1952-09-12	19800	A
USGS	05344500	1952-09-13	18500	A
USGS	05344500	1952-09-14	17300	A
USGS	05344500	1952-09-15	16100	A
USGS	05344500	1952-09-16	16200	A
USGS	05344500	1952-09-17	15700	A
USGS	05344500	1952-09-18	15100	A
USGS	05344500	1952-09-19	13600	A
USGS	05344500	1952-09-20	14100	A
USGS	05344500	1952-09-21	14100	A
USGS	05344500	1952-09-22	13900	A
USGS	05344500	1952-09-23	13300	A
USGS	05344500	1952-09-24	13200	A
USGS	05344500	1952-09-25	13400	A
USGS	05344500	1952-09-26	13400	A
USGS	05344500	1952-09-27	12800	A
USGS	05344500	1952-09-28	11900	A
USGS	05344500	1952-09-29	11700	A
USGS	05344500	1952-09-30	11700	A
USGS	05344500	1952-10-01	11100	A
USGS	05344500	1952-10-02	11100	A
USGS	05344500	1952-10-03	11600	A
USGS	05344500	1952-10-04	10100	A
USGS	05344500	1952-10-05	9370	A
USGS	05344500	1952-10-06	8760	A
USGS	05344500	1952-10-07	9020	A
USGS	05344500	1952-10-08	8510	A
USGS	05344500	1952-10-09	9310	A
USGS	05344500	1952-10-10	10500	A
USGS	05344500	1952-10-11	10200	A
USGS	05344500	1952-10-12	9470	A
USGS	05344500	1952-10-13	9200	A
USGS	05344500	1952-10-14	9550	A
USGS	05344500	1952-10-15	9150	A
USGS	05344500	1952-10-16	10000	A
USGS	05344500	1952-10-17	9790	A
USGS	05344500	1952-10-18	9650	A
USGS	05344500	1952-10-19	9550	A
USGS	05344500	1952-10-20	9570	A
USGS	05344500	1952-10-21	9290	A
USGS	05344500	1952-10-22	9420	A
USGS	05344500	1952-10-23	9170	A
USGS	05344500	1952-10-24	9690	A
USGS	05344500	1952-10-25	10400	A
USGS	05344500	1952-10-26	9200	A
USGS	05344500	1952-10-27	7430	A
USGS	05344500	1952-10-28	8060	A
USGS	05344500	1952-10-29	9820	A
USGS	05344500	1952-10-30	9770	A
USGS	05344500	1952-10-31	9400	A
USGS	05344500	1952-11-01	10100	A
USGS	05344500	1952-11-02	9730	A
USGS	05344500	1952-11-03	9600	A
USGS	05344500	1952-11-04	9960	A
USGS	05344500	1952-11-05	8670	A
USGS	05344500	1952-11-06	8680	A
USGS	05344500	1952-11-07	9730	A
USGS	05344500	1952-11-08	9340	A
USGS	05344500	1952-11-09	8860	A
USGS	05344500	1952-11-10	9110	A
USGS	05344500	1952-11-11	9120	A
USGS	05344500	1952-11-12	9940	A
USGS	05344500	1952-11-13	9960	A
USGS	05344500	1952-11-14	10200	A
USGS	05344500	1952-11-15	10300	A
USGS	05344500	1952-11-16	10700	A
USGS	05344500	1952-11-17	10700	A
USGS	05344500	1952-11-18	11000	A
USGS	05344500	1952-11-19	10100	A
USGS	05344500	1952-11-20	9940	A
USGS	05344500	1952-11-21	9380	A
USGS	05344500	1952-11-22	8870	A
USGS	05344500	1952-11-23	8830	A
USGS	05344500	1952-11-24	9630	A
USGS	05344500	1952-11-25	9720	A
USGS	05344500	1952-11-26	8780	A
USGS	05344500	1952-11-27	9080	A
USGS	05344500	1952-11-28	7980	A
USGS	05344500	1952-11-29	6550	A
USGS	05344500	1952-11-30	5820	A
USGS	05344500	1952-12-01	5450	A
USGS	05344500	1952-12-02	5860	A
USGS	05344500	1952-12-03	5700	A
USGS	05344500	1952-12-04	6710	A
USGS	05344500	1952-12-05	8720	A
USGS	05344500	1952-12-06	9240	A
USGS	05344500	1952-12-07	9150	A
USGS	05344500	1952-12-08	9280	A
USGS	05344500	1952-12-09	10500	A
USGS	05344500	1952-12-10	10700	A
USGS	05344500	1952-12-11	10200	A
USGS	05344500	1952-12-12	9510	A
USGS	05344500	1952-12-13	9330	A
USGS	05344500	1952-12-14	9440	A
USGS	05344500	1952-12-15	9110	A
USGS	05344500	1952-12-16	9630	A
USGS	05344500	1952-12-17	9390	A
USGS	05344500	1952-12-18	8010	A
USGS	05344500	1952-12-19	7990	A
USGS	05344500	1952-12-20	8070	A
USGS	05344500	1952-12-21	8170	A
USGS	05344500	1952-12-22	7910	A
USGS	05344500	1952-12-23	8700	A
USGS	05344500	1952-12-24	8590	A
USGS	05344500	1952-12-25	8440	A
USGS	05344500	1952-12-26	9370	A
USGS	05344500	1952-12-27	9390	A
USGS	05344500	1952-12-28	9170	A
USGS	05344500	1952-12-29	7830	A
USGS	05344500	1952-12-30	6900	A
USGS	05344500	1952-12-31	7650	A
USGS	05344500	1953-01-01	8750	A
USGS	05344500	1953-01-02	9020	A
USGS	05344500	1953-01-03	8560	A
USGS	05344500	1953-01-04	8870	A
USGS	05344500	1953-01-05	8130	A
USGS	05344500	1953-01-06	7260	A
USGS	05344500	1953-01-07	7080	A
USGS	05344500	1953-01-08	7230	A
USGS	05344500	1953-01-09	7740	A
USGS	05344500	1953-01-10	7370	A
USGS	05344500	1953-01-11	7530	A
USGS	05344500	1953-01-12	7790	A
USGS	05344500	1953-01-13	9380	A
USGS	05344500	1953-01-14	8710	A
USGS	05344500	1953-01-15	8170	A
USGS	05344500	1953-01-16	9480	A
USGS	05344500	1953-01-17	7640	A
USGS	05344500	1953-01-18	7760	A
USGS	05344500	1953-01-19	7130	A
USGS	05344500	1953-01-20	7620	A
USGS	05344500	1953-01-21	7950	A
USGS	05344500	1953-01-22	8550	A
USGS	05344500	1953-01-23	8670	A
USGS	05344500	1953-01-24	9080	A
USGS	05344500	1953-01-25	8860	A
USGS	05344500	1953-01-26	8340	A
USGS	05344500	1953-01-27	8380	A
USGS	05344500	1953-01-28	8680	A
USGS	05344500	1953-01-29	8860	A
USGS	05344500	1953-01-30	8780	A
USGS	05344500	1953-01-31	8840	A
USGS	05344500	1953-02-01	8360	A
USGS	05344500	1953-02-02	7360	A
USGS	05344500	1953-02-03	8160	A
USGS	05344500	1953-02-04	8600	A
USGS	05344500	1953-02-05	8940	A
USGS	05344500	1953-02-06	9990	A
USGS	05344500	1953-02-07	9690	A
USGS	05344500	1953-02-08	8630	A
USGS	05344500	1953-02-09	8360	A
USGS	05344500	1953-02-10	8350	A
USGS	05344500	1953-02-11	9840	A
USGS	05344500	1953-02-12	9550	A
USGS	05344500	1953-02-13	8740	A
USGS	05344500	1953-02-14	9580	A
USGS	05344500	1953-02-15	9670	A
USGS	05344500	1953-02-16	9130	A
USGS	05344500	1953-02-17	8950	A
USGS	05344500	1953-02-18	9650	A
USGS	05344500	1953-02-19	10100	A
USGS	05344500	1953-02-20	9440	A
USGS	05344500	1953-02-21	8780	A
USGS	05344500	1953-02-22	8190	A
USGS	05344500	1953-02-23	8900	A
USGS	05344500	1953-02-24	8590	A
USGS	05344500	1953-02-25	9110	A
USGS	05344500	1953-02-26	8690	A
USGS	05344500	1953-02-27	8300	A
USGS	05344500	1953-02-28	8380	A
USGS	05344500	1953-03-01	8450	A
USGS	05344500	1953-03-02	8170	A
USGS	05344500	1953-03-03	8610	A
USGS	05344500	1953-03-04	8370	A
USGS	05344500	1953-03-05	8320	A
USGS	05344500	1953-03-06	8080	A
USGS	05344500	1953-03-07	7620	A
USGS	05344500	1953-03-08	7240	A
USGS	05344500	1953-03-09	9680	A
USGS	05344500	1953-03-10	8640	A
USGS	05344500	1953-03-11	9240	A
USGS	05344500	1953-03-12	9570	A
USGS	05344500	1953-03-13	10600	A
USGS	05344500	1953-03-14	10300	A
USGS	05344500	1953-03-15	11000	A
USGS	05344500	1953-03-16	10100	A
USGS	05344500	1953-03-17	11200	A
USGS	05344500	1953-03-18	13400	A
USGS	05344500	1953-03-19	16300	A
USGS	05344500	1953-03-20	16500	A
USGS	05344500	1953-03-21	21100	A
USGS	05344500	1953-03-22	26500	A
USGS	05344500	1953-03-23	31800	A
USGS	05344500	1953-03-24	37600	A
USGS	05344500	1953-03-25	41200	A
USGS	05344500	1953-03-26	44500	A
USGS	05344500	1953-03-27	47400	A
USGS	05344500	1953-03-28	49100	A
USGS	05344500	1953-03-29	49900	A
USGS	05344500	1953-03-30	49300	A
USGS	05344500	1953-03-31	48100	A
USGS	05344500	1953-04-01	46200	A
USGS	05344500	1953-04-02	44600	A
USGS	05344500	1953-04-03	44000	A
USGS	05344500	1953-04-04	43400	A
USGS	05344500	1953-04-05	43300	A
USGS	05344500	1953-04-06	44100	A
USGS	05344500	1953-04-07	44100	A
USGS	05344500	1953-04-08	43500	A
USGS	05344500	1953-04-09	44100	A
USGS	05344500	1953-04-10	44100	A
USGS	05344500	1953-04-11	44000	A
USGS	05344500	1953-04-12	44200	A
USGS	05344500	1953-04-13	44200	A
USGS	05344500	1953-04-14	43800	A
USGS	05344500	1953-04-15	43300	A
USGS	05344500	1953-04-16	41600	A
USGS	05344500	1953-04-17	40100	A
USGS	05344500	1953-04-18	38000	A
USGS	05344500	1953-04-19	36400	A
USGS	05344500	1953-04-20	35200	A
USGS	05344500	1953-04-21	33600	A
USGS	05344500	1953-04-22	31900	A
USGS	05344500	1953-04-23	30600	A
USGS	05344500	1953-04-24	29000	A
USGS	05344500	1953-04-25	28200	A
USGS	05344500	1953-04-26	27300	A
USGS	05344500	1953-04-27	27100	A
USGS	05344500	1953-04-28	27500	A
USGS	05344500	1953-04-29	27600	A
USGS	05344500	1953-04-30	29400	A
USGS	05344500	1953-05-01	31400	A
USGS	05344500	1953-05-02	33600	A
USGS	05344500	1953-05-03	35700	A
USGS	05344500	1953-05-04	37900	A
USGS	05344500	1953-05-05	39100	A
USGS	05344500	1953-05-06	39200	A
USGS	05344500	1953-05-07	39200	A
USGS	05344500	1953-05-08	39000	A
USGS	05344500	1953-05-09	37900	A
USGS	05344500	1953-05-10	37100	A
USGS	05344500	1953-05-11	36300	A
USGS	05344500	1953-05-12	36300	A
USGS	05344500	1953-05-13	36100	A
USGS	05344500	1953-05-14	36600	A
USGS	05344500	1953-05-15	36800	A
USGS	05344500	1953-05-16	36300	A
USGS	05344500	1953-05-17	35300	A
USGS	05344500	1953-05-18	34100	A
USGS	05344500	1953-05-19	32400	A
USGS	05344500	1953-05-20	31100	A
USGS	05344500	1953-05-21	30800	A
USGS	05344500	1953-05-22	33200	A
USGS	05344500	1953-05-23	39400	A
USGS	05344500	1953-05-24	47700	A
USGS	05344500	1953-05-25	54300	A
USGS	05344500	1953-05-26	55600	A
USGS	05344500	1953-05-27	54100	A
USGS	05344500	1953-05-28	52500	A
USGS	05344500	1953-05-29	51500	A
USGS	05344500	1953-05-30	50300	A
USGS	05344500	1953-05-31	48800	A
USGS	05344500	1953-06-01	48500	A
USGS	05344500	1953-06-02	48700	A
USGS	05344500	1953-06-03	49100	A
USGS	05344500	1953-06-04	48900	A
USGS	05344500	1953-06-05	46700	A
USGS	05344500	1953-06-06	43100	A
USGS	05344500	1953-06-07	40500	A
USGS	05344500	1953-06-08	39700	A
USGS	05344500	1953-06-09	38400	A
USGS	05344500	1953-06-10	37500	A
USGS	05344500	1953-06-11	38500	A
USGS	05344500	1953-06-12	39500	A
USGS	05344500	1953-06-13	40100	A
USGS	05344500	1953-06-14	40600	A
USGS	05344500	1953-06-15	41400	A
USGS	05344500	1953-06-16	41900	A
USGS	05344500	1953-06-17	41700	A
USGS	05344500	1953-06-18	43800	A
USGS	05344500	1953-06-19	47200	A
USGS	05344500	1953-06-20	51800	A
USGS	05344500	1953-06-21	54000	A
USGS	05344500	1953-06-22	55500	A
USGS	05344500	1953-06-23	60300	A
USGS	05344500	1953-06-24	65400	A
USGS	05344500	1953-06-25	67200	A
USGS	05344500	1953-06-26	65700	A
USGS	05344500	1953-06-27	64900	A
USGS	05344500	1953-06-28	64400	A
USGS	05344500	1953-06-29	62700	A
USGS	05344500	1953-06-30	61400	A
USGS	05344500	1953-07-01	59000	A
USGS	05344500	1953-07-02	57000	A
USGS	05344500	1953-07-03	54600	A
USGS	05344500	1953-07-04	53700	A
USGS	05344500	1953-07-05	53400	A
USGS	05344500	1953-07-06	52100	A
USGS	05344500	1953-07-07	49900	A
USGS	05344500	1953-07-08	47300	A
USGS	05344500	1953-07-09	45500	A
USGS	05344500	1953-07-10	44000	A
USGS	05344500	1953-07-11	42100	A
USGS	05344500	1953-07-12	41100	A
USGS	05344500	1953-07-13	41400	A
USGS	05344500	1953-07-14	39900	A
USGS	05344500	1953-07-15	38400	A
USGS	05344500	1953-07-16	37800	A
USGS	05344500	1953-07-17	36700	A
USGS	05344500	1953-07-18	36100	A
USGS	05344500	1953-07-19	34400	A
USGS	05344500	1953-07-20	33300	A
USGS	05344500	1953-07-21	32500	A
USGS	05344500	1953-07-22	32600	A
USGS	05344500	1953-07-23	31600	A
USGS	05344500	1953-07-24	30100	A
USGS	05344500	1953-07-25	29300	A
USGS	05344500	1953-07-26	29000	A
USGS	05344500	1953-07-27	28600	A
USGS	05344500	1953-07-28	27200	A
USGS	05344500	1953-07-29	26800	A
USGS	05344500	1953-07-30	26200	A
USGS	05344500	1953-07-31	23800	A
USGS	05344500	1953-08-01	24300	A
USGS	05344500	1953-08-02	25800	A
USGS	05344500	1953-08-03	30200	A
USGS	05344500	1953-08-04	34700	A
USGS	05344500	1953-08-05	38200	A
USGS	05344500	1953-08-06	43100	A
USGS	05344500	1953-08-07	46900	A
USGS	05344500	1953-08-08	51600	A
USGS	05344500	1953-08-09	55700	A
USGS	05344500	1953-08-10	58600	A
USGS	05344500	1953-08-11	59300	A
USGS	05344500	1953-08-12	59200	A
USGS	05344500	1953-08-13	58700	A
USGS	05344500	1953-08-14	59000	A
USGS	05344500	1953-08-15	58700	A
USGS	05344500	1953-08-16	58100	A
USGS	05344500	1953-08-17	56000	A
USGS	05344500	1953-08-18	53900	A
USGS	05344500	1953-08-19	51900	A
USGS	05344500	1953-08-20	49400	A
USGS	05344500	1953-08-21	46800	A
USGS	05344500	1953-08-22	43800	A
USGS	05344500	1953-08-23	41500	A
USGS	05344500	1953-08-24	38800	A
USGS	05344500	1953-08-25	36600	A
USGS	05344500	1953-08-26	34700	A
