#44.05522887990648  -91.63620963509061 189 Distance 125.5km
# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-29 18:42:31 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05378500 MISSISSIPPI RIVER AT WINONA, MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 05378500
#            TS   parameter     statistic     Description
#         73676       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	73676_00060_00003	73676_00060_00003_cd
USGS	05378500	1953-06-10	53100	A
USGS	05378500	1953-06-11	51800	A
USGS	05378500	1953-06-12	50400	A
USGS	05378500	1953-06-13	49500	A
USGS	05378500	1953-06-14	49100	A
USGS	05378500	1953-06-15	48600	A
USGS	05378500	1953-06-16	48200	A
USGS	05378500	1953-06-17	48300	A
USGS	05378500	1953-06-18	48200	A
USGS	05378500	1953-06-19	48800	A
USGS	05378500	1953-06-20	50400	A
USGS	05378500	1953-06-21	51300	A
USGS	05378500	1953-06-22	54700	A
USGS	05378500	1953-06-23	58100	A
USGS	05378500	1953-06-24	63600	A
USGS	05378500	1953-06-25	70000	A
USGS	05378500	1953-06-26	75400	A
USGS	05378500	1953-06-27	79600	A
USGS	05378500	1953-06-28	82500	A
USGS	05378500	1953-06-29	82800	A
USGS	05378500	1953-06-30	82600	A
USGS	05378500	1953-07-01	81500	A
USGS	05378500	1953-07-02	80000	A
USGS	05378500	1953-07-03	77400	A
USGS	05378500	1953-07-04	75100	A
USGS	05378500	1953-07-05	74600	A
USGS	05378500	1953-07-06	73100	A
USGS	05378500	1953-07-07	71100	A
USGS	05378500	1953-07-08	69800	A
USGS	05378500	1953-07-09	68000	A
USGS	05378500	1953-07-10	65600	A
USGS	05378500	1953-07-11	63000	A
USGS	05378500	1953-07-12	60600	A
USGS	05378500	1953-07-13	58600	A
USGS	05378500	1953-07-14	56500	A
USGS	05378500	1953-07-15	55400	A
USGS	05378500	1953-07-16	54000	A
USGS	05378500	1953-07-17	52100	A
USGS	05378500	1953-07-18	50900	A
USGS	05378500	1953-07-19	49200	A
USGS	05378500	1953-07-20	48100	A
USGS	05378500	1953-07-21	45900	A
USGS	05378500	1953-07-22	45800	A
USGS	05378500	1953-07-23	45300	A
USGS	05378500	1953-07-24	42500	A
USGS	05378500	1953-07-25	40700	A
USGS	05378500	1953-07-26	42200	A
USGS	05378500	1953-07-27	45100	A
USGS	05378500	1953-07-28	48000	A
USGS	05378500	1953-07-29	50400	A
USGS	05378500	1953-07-30	45300	A
USGS	05378500	1953-07-31	42800	A
USGS	05378500	1953-08-01	41400	A
USGS	05378500	1953-08-02	40500	A
USGS	05378500	1953-08-03	44000	A
USGS	05378500	1953-08-04	44700	A
USGS	05378500	1953-08-05	47500	A
USGS	05378500	1953-08-06	50800	A
USGS	05378500	1953-08-07	51000	A
USGS	05378500	1953-08-08	51300	A
USGS	05378500	1953-08-09	53700	A
USGS	05378500	1953-08-10	57000	A
USGS	05378500	1953-08-11	61300	A
USGS	05378500	1953-08-12	66500	A
USGS	05378500	1953-08-13	70200	A
USGS	05378500	1953-08-14	72300	A
USGS	05378500	1953-08-15	72800	A
USGS	05378500	1953-08-16	72500	A
USGS	05378500	1953-08-17	72200	A
USGS	05378500	1953-08-18	71200	A
USGS	05378500	1953-08-19	70000	A
USGS	05378500	1953-08-20	67800	A
USGS	05378500	1953-08-21	65800	A
USGS	05378500	1953-08-22	63500	A
USGS	05378500	1953-08-23	61100	A
USGS	05378500	1953-08-24	58000	A
USGS	05378500	1953-08-25	54300	A
USGS	05378500	1953-08-26	51000	A
USGS	05378500	1953-08-27	49000	A
USGS	05378500	1953-08-28	46200	A
USGS	05378500	1953-08-29	45000	A
USGS	05378500	1953-08-30	43800	A
USGS	05378500	1953-08-31	40000	A
USGS	05378500	1953-09-01	36800	A
USGS	05378500	1953-09-02	34700	A
USGS	05378500	1953-09-03	32700	A
USGS	05378500	1953-09-04	32000	A
USGS	05378500	1953-09-05	28500	A
USGS	05378500	1953-09-06	26700	A
USGS	05378500	1953-09-07	23700	A
USGS	05378500	1953-09-08	23600	A
USGS	05378500	1953-09-09	23600	A
USGS	05378500	1953-09-10	24000	A
USGS	05378500	1953-09-11	24600	A
USGS	05378500	1953-09-12	23400	A
USGS	05378500	1953-09-13	21800	A
USGS	05378500	1953-09-14	20600	A
USGS	05378500	1953-09-15	20000	A
USGS	05378500	1953-09-16	21600	A
USGS	05378500	1953-09-17	21200	A
USGS	05378500	1953-09-18	20200	A
USGS	05378500	1953-09-19	20500	A
USGS	05378500	1953-09-20	21200	A
USGS	05378500	1953-09-21	21100	A
USGS	05378500	1953-09-22	20400	A
USGS	05378500	1953-09-23	18000	A
USGS	05378500	1953-09-24	16600	A
USGS	05378500	1953-09-25	17000	A
USGS	05378500	1953-09-26	16700	A
USGS	05378500	1953-09-27	16800	A
USGS	05378500	1953-09-28	17100	A
USGS	05378500	1953-09-29	16900	A
USGS	05378500	1953-09-30	16600	A
USGS	05378500	1953-10-01	17000	A
USGS	05378500	1953-10-02	16600	A
USGS	05378500	1953-10-03	16000	A
USGS	05378500	1953-10-04	16500	A
USGS	05378500	1953-10-05	16100	A
USGS	05378500	1953-10-06	16200	A
USGS	05378500	1953-10-07	16600	A
USGS	05378500	1953-10-08	16000	A
USGS	05378500	1953-10-09	15900	A
USGS	05378500	1953-10-10	16200	A
USGS	05378500	1953-10-11	15900	A
USGS	05378500	1953-10-12	16200	A
USGS	05378500	1953-10-13	16100	A
USGS	05378500	1953-10-14	15800	A
USGS	05378500	1953-10-15	16100	A
USGS	05378500	1953-10-16	16100	A
USGS	05378500	1953-10-17	15900	A
USGS	05378500	1953-10-18	15600	A
USGS	05378500	1953-10-19	15700	A
USGS	05378500	1953-10-20	15900	A
USGS	05378500	1953-10-21	15900	A
USGS	05378500	1953-10-22	16000	A
USGS	05378500	1953-10-23	15800	A
USGS	05378500	1953-10-24	15800	A
USGS	05378500	1953-10-25	15400	A
USGS	05378500	1953-10-26	15000	A
USGS	05378500	1953-10-27	15200	A
USGS	05378500	1953-10-28	15000	A
USGS	05378500	1953-10-29	15200	A
USGS	05378500	1953-10-30	15300	A
USGS	05378500	1953-10-31	16100	A
USGS	05378500	1953-11-01	15400	A
USGS	05378500	1953-11-02	15400	A
USGS	05378500	1953-11-03	15400	A
USGS	05378500	1953-11-04	16300	A
USGS	05378500	1953-11-05	16600	A
USGS	05378500	1953-11-06	16100	A
USGS	05378500	1953-11-07	16000	A
USGS	05378500	1953-11-08	15800	A
USGS	05378500	1953-11-09	16100	A
USGS	05378500	1953-11-10	16100	A
USGS	05378500	1953-11-11	15900	A
USGS	05378500	1953-11-12	16100	A
USGS	05378500	1953-11-13	15700	A
USGS	05378500	1953-11-14	15300	A
USGS	05378500	1953-11-15	15400	A
USGS	05378500	1953-11-16	14300	A
USGS	05378500	1953-11-17	13400	A
USGS	05378500	1953-11-18	12700	A
USGS	05378500	1953-11-19	13000	A
USGS	05378500	1953-11-20	15200	A
USGS	05378500	1953-11-21	16100	A
USGS	05378500	1953-11-22	21000	A
USGS	05378500	1953-11-23	23200	A
USGS	05378500	1953-11-24	23600	A
USGS	05378500	1953-11-25	23000	A
USGS	05378500	1953-11-26	22500	A
USGS	05378500	1953-11-27	21700	A
USGS	05378500	1953-11-28	20500	A
USGS	05378500	1953-11-29	20200	A
USGS	05378500	1953-11-30	20200	A
USGS	05378500	1953-12-01	20000	A
USGS	05378500	1953-12-02	20200	A
USGS	05378500	1953-12-03	20200	A
USGS	05378500	1953-12-04	21200	A
USGS	05378500	1953-12-05	21500	A
USGS	05378500	1953-12-06	21600	A
USGS	05378500	1953-12-07	20600	A
USGS	05378500	1953-12-08	19100	A
USGS	05378500	1953-12-09	16500	A
USGS	05378500	1953-12-10	15400	A
USGS	05378500	1953-12-11	15800	A
USGS	05378500	1953-12-12	16400	A
USGS	05378500	1953-12-13	17000	A
USGS	05378500	1953-12-14	17400	A
USGS	05378500	1953-12-15	15700	A
USGS	05378500	1953-12-16	16300	A
USGS	05378500	1953-12-17	16300	A
USGS	05378500	1953-12-18	16000	A
USGS	05378500	1953-12-19	16000	A
USGS	05378500	1953-12-20	16000	A
USGS	05378500	1953-12-21	16000	A
USGS	05378500	1953-12-22	15800	A
USGS	05378500	1953-12-23	15200	A
USGS	05378500	1953-12-24	15000	A
USGS	05378500	1953-12-25	15100	A
USGS	05378500	1953-12-26	15400	A
USGS	05378500	1953-12-27	18600	A
USGS	05378500	1953-12-28	18600	A
USGS	05378500	1953-12-29	16600	A
USGS	05378500	1953-12-30	15800	A
USGS	05378500	1953-12-31	15700	A
USGS	05378500	1954-01-01	15800	A
USGS	05378500	1954-01-02	15900	A
USGS	05378500	1954-01-03	16000	A
USGS	05378500	1954-01-04	16100	A
USGS	05378500	1954-01-05	16100	A
USGS	05378500	1954-01-06	16100	A
USGS	05378500	1954-01-07	16200	A
USGS	05378500	1954-01-08	16200	A
USGS	05378500	1954-01-09	16300	A
USGS	05378500	1954-01-10	16200	A
USGS	05378500	1954-01-11	16100	A
USGS	05378500	1954-01-12	16000	A
USGS	05378500	1954-01-13	16700	A
USGS	05378500	1954-01-14	16800	A
USGS	05378500	1954-01-15	16600	A
USGS	05378500	1954-01-16	16300	A
USGS	05378500	1954-01-17	15200	A
USGS	05378500	1954-01-18	15200	A
USGS	05378500	1954-01-19	15200	A
USGS	05378500	1954-01-20	15300	A
USGS	05378500	1954-01-21	15100	A
USGS	05378500	1954-01-22	14600	A
USGS	05378500	1954-01-23	14100	A
USGS	05378500	1954-01-24	14100	A
USGS	05378500	1954-01-25	13900	A
USGS	05378500	1954-01-26	13900	A
USGS	05378500	1954-01-27	13900	A
USGS	05378500	1954-01-28	14400	A
USGS	05378500	1954-01-29	15400	A
USGS	05378500	1954-01-30	15600	A
USGS	05378500	1954-01-31	15400	A
USGS	05378500	1954-02-01	15400	A
USGS	05378500	1954-02-02	15300	A
USGS	05378500	1954-02-03	15200	A
USGS	05378500	1954-02-04	15100	A
USGS	05378500	1954-02-05	15200	A
USGS	05378500	1954-02-06	15300	A
USGS	05378500	1954-02-07	15400	A
USGS	05378500	1954-02-08	15500	A
USGS	05378500	1954-02-09	15500	A
USGS	05378500	1954-02-10	15500	A
USGS	05378500	1954-02-11	14900	A
USGS	05378500	1954-02-12	14800	A
USGS	05378500	1954-02-13	14800	A
USGS	05378500	1954-02-14	15000	A
USGS	05378500	1954-02-15	15600	A
USGS	05378500	1954-02-16	15600	A
USGS	05378500	1954-02-17	15700	A
USGS	05378500	1954-02-18	15500	A
USGS	05378500	1954-02-19	16300	A
USGS	05378500	1954-02-20	17700	A
USGS	05378500	1954-02-21	21200	A
USGS	05378500	1954-02-22	19800	A
USGS	05378500	1954-02-23	20800	A
USGS	05378500	1954-02-24	21900	A
USGS	05378500	1954-02-25	23900	A
USGS	05378500	1954-02-26	25500	A
USGS	05378500	1954-02-27	25900	A
USGS	05378500	1954-02-28	25900	A
USGS	05378500	1954-03-01	26400	A
USGS	05378500	1954-03-02	26300	A
USGS	05378500	1954-03-03	25800	A
USGS	05378500	1954-03-04	20300	A
USGS	05378500	1954-03-05	19000	A
USGS	05378500	1954-03-06	19300	A
USGS	05378500	1954-03-07	20200	A
USGS	05378500	1954-03-08	19200	A
USGS	05378500	1954-03-09	18000	A
USGS	05378500	1954-03-10	17900	A
USGS	05378500	1954-03-11	18100	A
USGS	05378500	1954-03-12	17700	A
USGS	05378500	1954-03-13	18400	A
USGS	05378500	1954-03-14	18400	A
USGS	05378500	1954-03-15	18500	A
USGS	05378500	1954-03-16	18400	A
USGS	05378500	1954-03-17	18100	A
USGS	05378500	1954-03-18	17900	A
USGS	05378500	1954-03-19	18900	A
USGS	05378500	1954-03-20	23300	A
USGS	05378500	1954-03-21	33500	A
USGS	05378500	1954-03-22	38200	A
USGS	05378500	1954-03-23	40000	A
USGS	05378500	1954-03-24	35300	A
USGS	05378500	1954-03-25	36900	A
USGS	05378500	1954-03-26	37500	A
USGS	05378500	1954-03-27	36300	A
USGS	05378500	1954-03-28	36800	A
USGS	05378500	1954-03-29	37000	A
USGS	05378500	1954-03-30	37700	A
USGS	05378500	1954-03-31	38400	A
USGS	05378500	1954-04-01	35700	A
USGS	05378500	1954-04-02	32700	A
USGS	05378500	1954-04-03	32200	A
USGS	05378500	1954-04-04	30600	A
USGS	05378500	1954-04-05	26900	A
USGS	05378500	1954-04-06	25900	A
USGS	05378500	1954-04-07	30400	A
USGS	05378500	1954-04-08	28200	A
USGS	05378500	1954-04-09	27600	A
USGS	05378500	1954-04-10	29400	A
USGS	05378500	1954-04-11	34100	A
USGS	05378500	1954-04-12	34600	A
USGS	05378500	1954-04-13	36500	A
USGS	05378500	1954-04-14	40200	A
USGS	05378500	1954-04-15	42000	A
USGS	05378500	1954-04-16	45400	A
USGS	05378500	1954-04-17	47700	A
USGS	05378500	1954-04-18	51000	A
USGS	05378500	1954-04-19	54800	A
USGS	05378500	1954-04-20	57600	A
USGS	05378500	1954-04-21	58700	A
USGS	05378500	1954-04-22	57400	A
USGS	05378500	1954-04-23	53900	A
USGS	05378500	1954-04-24	51800	A
USGS	05378500	1954-04-25	50600	A
USGS	05378500	1954-04-26	48400	A
USGS	05378500	1954-04-27	48400	A
USGS	05378500	1954-04-28	49900	A
USGS	05378500	1954-04-29	53400	A
USGS	05378500	1954-04-30	64500	A
USGS	05378500	1954-05-01	81600	A
USGS	05378500	1954-05-02	92800	A
USGS	05378500	1954-05-03	103000	A
USGS	05378500	1954-05-04	122000	A
USGS	05378500	1954-05-05	141000	A
USGS	05378500	1954-05-06	153000	A
USGS	05378500	1954-05-07	156000	A
USGS	05378500	1954-05-08	149000	A
USGS	05378500	1954-05-09	140000	A
USGS	05378500	1954-05-10	128000	A
USGS	05378500	1954-05-11	118000	A
USGS	05378500	1954-05-12	109000	A
USGS	05378500	1954-05-13	101000	A
USGS	05378500	1954-05-14	93100	A
USGS	05378500	1954-05-15	86900	A
USGS	05378500	1954-05-16	80800	A
USGS	05378500	1954-05-17	75500	A
USGS	05378500	1954-05-18	70500	A
USGS	05378500	1954-05-19	65900	A
USGS	05378500	1954-05-20	61000	A
USGS	05378500	1954-05-21	56900	A
USGS	05378500	1954-05-22	52800	A
USGS	05378500	1954-05-23	50300	A
USGS	05378500	1954-05-24	48500	A
USGS	05378500	1954-05-25	48100	A
USGS	05378500	1954-05-26	44500	A
USGS	05378500	1954-05-27	42800	A
USGS	05378500	1954-05-28	43500	A
USGS	05378500	1954-05-29	42800	A
USGS	05378500	1954-05-30	40800	A
USGS	05378500	1954-05-31	38500	A
USGS	05378500	1954-06-01	39800	A
USGS	05378500	1954-06-02	41000	A
USGS	05378500	1954-06-03	43600	A
USGS	05378500	1954-06-04	45000	A
USGS	05378500	1954-06-05	47500	A
USGS	05378500	1954-06-06	49700	A
USGS	05378500	1954-06-07	50400	A
USGS	05378500	1954-06-08	50900	A
USGS	05378500	1954-06-09	51200	A
USGS	05378500	1954-06-10	50500	A
USGS	05378500	1954-06-11	48400	A
USGS	05378500	1954-06-12	46400	A
USGS	05378500	1954-06-13	45400	A
USGS	05378500	1954-06-14	41600	A
USGS	05378500	1954-06-15	42400	A
USGS	05378500	1954-06-16	44100	A
USGS	05378500	1954-06-17	41600	A
USGS	05378500	1954-06-18	41700	A
USGS	05378500	1954-06-19	46400	A
USGS	05378500	1954-06-20	51300	A
USGS	05378500	1954-06-21	59800	A
USGS	05378500	1954-06-22	72900	A
USGS	05378500	1954-06-23	82000	A
USGS	05378500	1954-06-24	84500	A
USGS	05378500	1954-06-25	82500	A
USGS	05378500	1954-06-26	77900	A
USGS	05378500	1954-06-27	73000	A
USGS	05378500	1954-06-28	69700	A
USGS	05378500	1954-06-29	70000	A
USGS	05378500	1954-06-30	72300	A
USGS	05378500	1954-07-01	72300	A
USGS	05378500	1954-07-02	70200	A
USGS	05378500	1954-07-03	68600	A
USGS	05378500	1954-07-04	67500	A
USGS	05378500	1954-07-05	66000	A
USGS	05378500	1954-07-06	63700	A
USGS	05378500	1954-07-07	63200	A
USGS	05378500	1954-07-08	61500	A
USGS	05378500	1954-07-09	60300	A
USGS	05378500	1954-07-10	60000	A
USGS	05378500	1954-07-11	60100	A
USGS	05378500	1954-07-12	59800	A
USGS	05378500	1954-07-13	58000	A
USGS	05378500	1954-07-14	56600	A
USGS	05378500	1954-07-15	55300	A
USGS	05378500	1954-07-16	53800	A
USGS	05378500	1954-07-17	51800	A
USGS	05378500	1954-07-18	49200	A
USGS	05378500	1954-07-19	44100	A
USGS	05378500	1954-07-20	39900	A
USGS	05378500	1954-07-21	33600	A
USGS	05378500	1954-07-22	32000	A
USGS	05378500	1954-07-23	30700	A
USGS	05378500	1954-07-24	27100	A
USGS	05378500	1954-07-25	23300	A
USGS	05378500	1954-07-26	23100	A
USGS	05378500	1954-07-27	21900	A
USGS	05378500	1954-07-28	19100	A
USGS	05378500	1954-07-29	18800	A
USGS	05378500	1954-07-30	19000	A
USGS	05378500	1954-07-31	19500	A
USGS	05378500	1954-08-01	19400	A
USGS	05378500	1954-08-02	19600	A
USGS	05378500	1954-08-03	19000	A
USGS	05378500	1954-08-04	19500	A
USGS	05378500	1954-08-05	19000	A
USGS	05378500	1954-08-06	19700	A
USGS	05378500	1954-08-07	19500	A
USGS	05378500	1954-08-08	19200	A
USGS	05378500	1954-08-09	17700	A
USGS	05378500	1954-08-10	16800	A
USGS	05378500	1954-08-11	16000	A
USGS	05378500	1954-08-12	16000	A
USGS	05378500	1954-08-13	15900	A
USGS	05378500	1954-08-14	16900	A
USGS	05378500	1954-08-15	17300	A
USGS	05378500	1954-08-16	19100	A
USGS	05378500	1954-08-17	20600	A
USGS	05378500	1954-08-18	20100	A
USGS	05378500	1954-08-19	19300	A
USGS	05378500	1954-08-20	18500	A
USGS	05378500	1954-08-21	18900	A
USGS	05378500	1954-08-22	19000	A
USGS	05378500	1954-08-23	18200	A
USGS	05378500	1954-08-24	20700	A
USGS	05378500	1954-08-25	19300	A
USGS	05378500	1954-08-26	19200	A
USGS	05378500	1954-08-27	19400	A
USGS	05378500	1954-08-28	19700	A
USGS	05378500	1954-08-29	20200	A
USGS	05378500	1954-08-30	19700	A
USGS	05378500	1954-08-31	18800	A
USGS	05378500	1954-09-01	17500	A
USGS	05378500	1954-09-02	17100	A
USGS	05378500	1954-09-03	17400	A
USGS	05378500	1954-09-04	17200	A
USGS	05378500	1954-09-05	17200	A
USGS	05378500	1954-09-06	16800	A
USGS	05378500	1954-09-07	15900	A
USGS	05378500	1954-09-08	14900	A
USGS	05378500	1954-09-09	14900	A
USGS	05378500	1954-09-10	16200	A
USGS	05378500	1954-09-11	18200	A
USGS	05378500	1954-09-12	18700	A
USGS	05378500	1954-09-13	19300	A
USGS	05378500	1954-09-14	23900	A
USGS	05378500	1954-09-15	25800	A
USGS	05378500	1954-09-16	25900	A
USGS	05378500	1954-09-17	26600	A
USGS	05378500	1954-09-18	32300	A
USGS	05378500	1954-09-19	36800	A
USGS	05378500	1954-09-20	36000	A
USGS	05378500	1954-09-21	36300	A
USGS	05378500	1954-09-22	36800	A
USGS	05378500	1954-09-23	34400	A
USGS	05378500	1954-09-24	33400	A
USGS	05378500	1954-09-25	32000	A
USGS	05378500	1954-09-26	30300	A
USGS	05378500	1954-09-27	25000	A
USGS	05378500	1954-09-28	20800	A
USGS	05378500	1954-09-29	21600	A
USGS	05378500	1954-09-30	22400	A
USGS	05378500	1954-10-01	22200	A
USGS	05378500	1954-10-02	22100	A
USGS	05378500	1954-10-03	31000	A
USGS	05378500	1954-10-04	34600	A
USGS	05378500	1954-10-05	26000	A
USGS	05378500	1954-10-06	26100	A
USGS	05378500	1954-10-07	24000	A
USGS	05378500	1954-10-08	21100	A
USGS	05378500	1954-10-09	22200	A
USGS	05378500	1954-10-10	22100	A
USGS	05378500	1954-10-11	21900	A
USGS	05378500	1954-10-12	20300	A
USGS	05378500	1954-10-13	19500	A
USGS	05378500	1954-10-14	24600	A
USGS	05378500	1954-10-15	32000	A
USGS	05378500	1954-10-16	36300	A
USGS	05378500	1954-10-17	39300	A
USGS	05378500	1954-10-18	41200	A
USGS	05378500	1954-10-19	43200	A
USGS	05378500	1954-10-20	43200	A
USGS	05378500	1954-10-21	41200	A
USGS	05378500	1954-10-22	38800	A
USGS	05378500	1954-10-23	36500	A
USGS	05378500	1954-10-24	30800	A
USGS	05378500	1954-10-25	29100	A
USGS	05378500	1954-10-26	30700	A
USGS	05378500	1954-10-27	30600	A
USGS	05378500	1954-10-28	28300	A
USGS	05378500	1954-10-29	28300	A
USGS	05378500	1954-10-30	28300	A
USGS	05378500	1954-10-31	27400	A
USGS	05378500	1954-11-01	25400	A
USGS	05378500	1954-11-02	23600	A
USGS	05378500	1954-11-03	22300	A
USGS	05378500	1954-11-04	23600	A
USGS	05378500	1954-11-05	23800	A
USGS	05378500	1954-11-06	23900	A
USGS	05378500	1954-11-07	23600	A
USGS	05378500	1954-11-08	23100	A
USGS	05378500	1954-11-09	21500	A
USGS	05378500	1954-11-10	20900	A
USGS	05378500	1954-11-11	20700	A
USGS	05378500	1954-11-12	21700	A
USGS	05378500	1954-11-13	21100	A
USGS	05378500	1954-11-14	20200	A
USGS	05378500	1954-11-15	20500	A
USGS	05378500	1954-11-16	20500	A
USGS	05378500	1954-11-17	21600	A
USGS	05378500	1954-11-18	21600	A
USGS	05378500	1954-11-19	21800	A
USGS	05378500	1954-11-20	22000	A
USGS	05378500	1954-11-21	20900	A
USGS	05378500	1954-11-22	20700	A
USGS	05378500	1954-11-23	19400	A
USGS	05378500	1954-11-24	19300	A
USGS	05378500	1954-11-25	19900	A
USGS	05378500	1954-11-26	19700	A
USGS	05378500	1954-11-27	18800	A
USGS	05378500	1954-11-28	19100	A
USGS	05378500	1954-11-29	19000	A
USGS	05378500	1954-11-30	20100	A
USGS	05378500	1954-12-01	20000	A
USGS	05378500	1954-12-02	19900	A
USGS	05378500	1954-12-03	19800	A
USGS	05378500	1954-12-04	18800	A
USGS	05378500	1954-12-05	18300	A
USGS	05378500	1954-12-06	16800	A
USGS	05378500	1954-12-07	14900	A
USGS	05378500	1954-12-08	13400	A
USGS	05378500	1954-12-09	13500	A
USGS	05378500	1954-12-10	14500	A
USGS	05378500	1954-12-11	15200	A
USGS	05378500	1954-12-12	15500	A
USGS	05378500	1954-12-13	15800	A
USGS	05378500	1954-12-14	15900	A
USGS	05378500	1954-12-15	15800	A
USGS	05378500	1954-12-16	15800	A
USGS	05378500	1954-12-17	16000	A
USGS	05378500	1954-12-18	18100	A
USGS	05378500	1954-12-19	18000	A
USGS	05378500	1954-12-20	17800	A
USGS	05378500	1954-12-21	18500	A
USGS	05378500	1954-12-22	18700	A
USGS	05378500	1954-12-23	18700	A
USGS	05378500	1954-12-24	19000	A
USGS	05378500	1954-12-25	18800	A
USGS	05378500	1954-12-26	18800	A
USGS	05378500	1954-12-27	18800	A
USGS	05378500	1954-12-28	18000	A
USGS	05378500	1954-12-29	17400	A
USGS	05378500	1954-12-30	15200	A
USGS	05378500	1954-12-31	12700	A
USGS	05378500	1955-01-01	12900	A
USGS	05378500	1955-01-02	14200	A
USGS	05378500	1955-01-03	15800	A
USGS	05378500	1955-01-04	16100	A
USGS	05378500	1955-01-05	16100	A
USGS	05378500	1955-01-06	16000	A
USGS	05378500	1955-01-07	16000	A
USGS	05378500	1955-01-08	15900	A
USGS	05378500	1955-01-09	15900	A
USGS	05378500	1955-01-10	15900	A
USGS	05378500	1955-01-11	16000	A
USGS	05378500	1955-01-12	16000	A
USGS	05378500	1955-01-13	15800	A
USGS	05378500	1955-01-14	15800	A
USGS	05378500	1955-01-15	15300	A
USGS	05378500	1955-01-16	14200	A
USGS	05378500	1955-01-17	13400	A
USGS	05378500	1955-01-18	13600	A
USGS	05378500	1955-01-19	14100	A
USGS	05378500	1955-01-20	14100	A
USGS	05378500	1955-01-21	14100	A
USGS	05378500	1955-01-22	14100	A
USGS	05378500	1955-01-23	14100	A
USGS	05378500	1955-01-24	14100	A
USGS	05378500	1955-01-25	13900	A
USGS	05378500	1955-01-26	13600	A
USGS	05378500	1955-01-27	13100	A
USGS	05378500	1955-01-28	12900	A
USGS	05378500	1955-01-29	12900	A
USGS	05378500	1955-01-30	12900	A
USGS	05378500	1955-01-31	14000	A
USGS	05378500	1955-02-01	14900	A
USGS	05378500	1955-02-02	14700	A
USGS	05378500	1955-02-03	14400	A
USGS	05378500	1955-02-04	13600	A
USGS	05378500	1955-02-05	13300	A
USGS	05378500	1955-02-06	13500	A
USGS	05378500	1955-02-07	13600	A
USGS	05378500	1955-02-08	14200	A
USGS	05378500	1955-02-09	14600	A
USGS	05378500	1955-02-10	14700	A
USGS	05378500	1955-02-11	14800	A
USGS	05378500	1955-02-12	14600	A
USGS	05378500	1955-02-13	14300	A
USGS	05378500	1955-02-14	13900	A
USGS	05378500	1955-02-15	13100	A
USGS	05378500	1955-02-16	13200	A
USGS	05378500	1955-02-17	13700	A
USGS	05378500	1955-02-18	13600	A
USGS	05378500	1955-02-19	13600	A
USGS	05378500	1955-02-20	14100	A
USGS	05378500	1955-02-21	14400	A
USGS	05378500	1955-02-22	14400	A
USGS	05378500	1955-02-23	14400	A
USGS	05378500	1955-02-24	14700	A
USGS	05378500	1955-02-25	15500	A
USGS	05378500	1955-02-26	15700	A
USGS	05378500	1955-02-27	16400	A
USGS	05378500	1955-02-28	16400	A
USGS	05378500	1955-03-01	16100	A
USGS	05378500	1955-03-02	16000	A
USGS	05378500	1955-03-03	16200	A
USGS	05378500	1955-03-04	16800	A
USGS	05378500	1955-03-05	17300	A
USGS	05378500	1955-03-06	17300	A
USGS	05378500	1955-03-07	16100	A
USGS	05378500	1955-03-08	16200	A
USGS	05378500	1955-03-09	18600	A
USGS	05378500	1955-03-10	22000	A
USGS	05378500	1955-03-11	28100	A
USGS	05378500	1955-03-12	31800	A
USGS	05378500	1955-03-13	30000	A
USGS	05378500	1955-03-14	31000	A
USGS	05378500	1955-03-15	35600	A
USGS	05378500	1955-03-16	39300	A
USGS	05378500	1955-03-17	35800	A
USGS	05378500	1955-03-18	37400	A
USGS	05378500	1955-03-19	37700	A
USGS	05378500	1955-03-20	37200	A
USGS	05378500	1955-03-21	36900	A
USGS	05378500	1955-03-22	34700	A
USGS	05378500	1955-03-23	32300	A
USGS	05378500	1955-03-24	27200	A
USGS	05378500	1955-03-25	25200	A
USGS	05378500	1955-03-26	26100	A
USGS	05378500	1955-03-27	26500	A
USGS	05378500	1955-03-28	25300	A
USGS	05378500	1955-03-29	24400	A
USGS	05378500	1955-03-30	30100	A
USGS	05378500	1955-03-31	29600	A
USGS	05378500	1955-04-01	31700	A
USGS	05378500	1955-04-02	36600	A
USGS	05378500	1955-04-03	35200	A
USGS	05378500	1955-04-04	41600	A
USGS	05378500	1955-04-05	46600	A
USGS	05378500	1955-04-06	47400	A
USGS	05378500	1955-04-07	51500	A
USGS	05378500	1955-04-08	54800	A
USGS	05378500	1955-04-09	58700	A
USGS	05378500	1955-04-10	62300	A
USGS	05378500	1955-04-11	63900	A
